query,tweet_url,text,scrape_time,hashtags,year,theme,language,governance_score,cosmic_score
InternationalYogaDay since:2015-06-19 until:2015-06-22,https://x.com/And_Rasta/status/612771807980945408,"Andrasta
@And_Rasta
·
Jun 22, 2015
#Happy #SummerSolstice, #FathersDay, #GladMidsommar, and #InternationalYogaDay, #Yall!",1779348232.5022788,"['Happy', 'SummerSolstice', 'FathersDay', 'GladMidsommar', 'InternationalYogaDay', 'Yall']",2015.0,governance_global,mixed,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22,https://x.com/blossomyogalove/status/612771256421756928,"Blossom
@blossomyogalove
·
Jun 22, 2015
Thanks to all who came to the #meditation #summersolstice #YogaDay #InternationalYogaDay #blossom @… 
https://
instagram.com/p/4Nd-Dsidms/",1779348233.120437,"['meditation', 'summersolstice', 'YogaDay', 'InternationalYogaDay', 'blossom']",2015.0,governance_global,mixed,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22,https://x.com/ELEVATEYEG/status/612770977173278720,"Elevate Activewear
@ELEVATEYEG
·
Jun 22, 2015
amazing race in St Albert and yoga in the park #InternationalYogaDay #lahariyogakulacollective 
@LahariYoga",1779348233.4273632,"['InternationalYogaDay', 'lahariyogakulacollective']",2015.0,governance_global,mixed,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22,https://x.com/MassMan44/status/612770197112422400,"MASSIMO MANDARINO
@MassMan44
·
Jun 22, 2015
Happy #InternationalYogaDay. How were the events??? #Vancouver anyone have pictures?",1779348234.174014,"['InternationalYogaDay', 'Vancouver']",2015.0,governance_global,mixed,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22,https://x.com/LSPACEswim/status/612769422672064512,"LSPACE
@LSPACEswim
·
Jun 22, 2015
In their happy place  
@yoga_girl
 
@gopro
 #internationalyogaday 
@nowvida
 
http://
ift.tt/1I8rc72",1779348238.961468,['internationalyogaday'],2015.0,governance_global,mixed,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/nitingzb/status/612707766185037829,"#गुलाम_नमाज़ी vs #अंधभक्त
@nitingzb
·
Jun 22, 2015
@VarshaRitu_ 
@YesIamSaffron
 बरनोल लगाओ #InternationalYogaDay मनाओ !",1779348756.247812,"['ग', 'अ', 'InternationalYogaDay']",2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/OnlinePali/status/612683705623138305,"Online Pali News
@OnlinePali
·
Jun 22, 2015
ये तस्वीरे हमे भेजी हैं गुडा कला सोजत से अशोक कुमार ने..
#IYDPALI #Internationalyogaday #yogaday #IYD
:::: Online... 
http://
fb.me/2hb1dUCjG",1779348756.475147,"['IYDPALI', 'Internationalyogaday', 'yogaday', 'IYD']",2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/OnlinePali/status/612682181060751361,"Online Pali News
@OnlinePali
·
Jun 22, 2015
ये तस्वीरे हमे भेजी हैं गुन्दोज से भी बिशनोई ने...
#IYDPALI #Internationalyogaday #yogaday #IYD 
http://
fb.me/7s3OmVvYt",1779348756.542413,"['IYDPALI', 'Internationalyogaday', 'yogaday', 'IYD']",2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/OnlinePali/status/612679705049718784,"Online Pali News
@OnlinePali
·
Jun 22, 2015
ये तस्वीरे हमे भेजी हैं रोहट से जोगाराम देवासी ने...
#IYDPALI #Internationalyogaday #yogaday #IYD
:::: Online... 
http://
fb.me/7iMeVRnQ9",1779348756.604293,"['IYDPALI', 'Internationalyogaday', 'yogaday', 'IYD']",2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/sitaram_thakare/status/612674931634106368,"Sitaram Patil
@sitaram_thakare
·
Jun 22, 2015
BJPDelhiState: RT rpsinghkhalsa: योग करे निरोग रहे  #SaalEkShuruaatAnek #InternationalYogaDay #BJP #VivekanandYouth…",1779348756.665577,"['SaalEkShuruaatAnek', 'InternationalYogaDay', 'BJP', 'VivekanandYouth']",2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/SRIGunwant/status/612670977160286208,"Gunwant Kishor Bairwa
@SRIGunwant
·
Jun 22, 2015
बहुत ही सटीक जानकारी देने के लिए धन्यवाद 
@BhayaLal
 
@barotchetan99
 #YogaDay #InternationalYogaDay #india #pr #media 
https://
x.com/barotchetan99/
status/612512373614600192
…
This post is unavailable.",1779348756.727382,"['YogaDay', 'InternationalYogaDay', 'india', 'pr', 'media']",2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,,This post is unavailable.,1779348756.789099,[],2015.0,governance_global,hi,1,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/AAkshatt/status/612667273849913345,"The Soul Searcher
@AAkshatt
·
Jun 22, 2015
सर, आपने कब से अफीम चाटना शुरु कर दिया? Or #InternationalYogaDay has done reaction on your brain?  @rammadhavbjp
Quote
Kotha.Butchikotaiah
@Butchikotaiah
·
Jun 22, 2015
Ram Madhav deletes tweets questioning VP Hamid Ansari's absence at Yoga Day event",1779348756.85692,['InternationalYogaDay'],2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/Hindustanse/status/612666381289549824,"𝓓𝓻. 𝓝 𝓟𝓪𝓽𝓮𝓵
@Hindustanse
·
Jun 22, 2015
Replying to 
@Hindustanse
#9: गलत मुद्रा से जन्मी पीड़ा में मुक्ति मिलती है
#10: अंतर्ज्ञान में वर्धन के कारण सही निर्णय लेने की क्षमता बढ़ती है
#InternationalYogaDay",1779348756.920789,"['9', '10', 'InternationalYogaDay']",2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/AmreshwarS/status/612666300641378305,"Amreshwar P Sinha
@AmreshwarS
·
Jun 22, 2015
Tashkent & Uzbekistan में लोगों ने #InternationalYogaDay celebrate किया पर भारत में Secular कांग्रसियों ने नहीं किया
Quote
ET Politics
@ETPolitics
·
Jun 21, 2015
Tashkent, Uzbekistan performs asanas effortlessly during  #InternationalDayofYoga celebrations (Pic: MEA)",1779348756.9832268,"['InternationalYogaDay', 'InternationalDayofYoga']",2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:hi,https://x.com/AmanRanaKangra/status/612657862112706560," राणा भारतिय
@AmanRanaKangra
·
Jun 22, 2015
Replying to 
@friendsofrss
@RSS_Org
 #योगः_कर्मसु_कौशलम् 
 संस्कृति का सार है योग
संस्कारो का आधार है योग ||  #InternationalYogaDay",1779348757.04411,"['य', 'InternationalYogaDay']",2015.0,governance_global,hi,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:fr,https://x.com/yeragomes/status/612748266942398468,"Yeradmi
@yeragomes
·
Jun 22, 2015
#internationalyogaday con el flow de santiagoguesthouse 
https://
instagram.com/p/4NTg9gvvHS/",1779349273.454584,['internationalyogaday'],2015.0,governance_global,fr,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:fr,https://x.com/taste_of_usa/status/612674315478257664,"Taste of USA
@taste_of_usa
·
Jun 22, 2015
Cours de Yoga géant à Times Square pour fêter l'#InternationalYogaDay ! Environ 15 000 personnes présentes !
Times Square",1779349273.5166972,['InternationalYogaDay'],2015.0,governance_global,fr,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:fr,https://x.com/Fitnelle/status/612672642802388996,"Fitnelle
@Fitnelle
·
Jun 22, 2015
Today is a big day : #summer2015 #FeteDeLaMusique & #InternationalYogaDay ... Rien que ça ! #JourneeMondialeDuYoga",1779349273.57488,"['summer2015', 'FeteDeLaMusique', 'InternationalYogaDay', 'JourneeMondialeDuYoga']",2015.0,governance_global,fr,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:fr,https://x.com/TheKawaiiCloset/status/612667517304057859,"The Kawaii Closet
@TheKawaiiCloset
·
Jun 22, 2015
@lululemon
 internationalyogaday @ 
@lululemon
 ☺︎ #yoga #kawaii #vancouver #vegan #かわいい #ヨガ #海外 #バンクーバー  
https://
instagram.com/p/4MjaX6qVWV/",1779349273.637828,"['yoga', 'kawaii', 'vancouver', 'vegan', 'かわいい', 'ヨガ', '海外', 'バンクーバー']",2015.0,governance_global,fr,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:fr,https://x.com/RiaDhuria/status/612648992598396928,"ria dhuria
@RiaDhuria
·
Jun 22, 2015
#MSGHappyFathersDay
#MSG InternationalYogaDay",1779349273.698192,"['MSGHappyFathersDay', 'MSG']",2015.0,governance_global,fr,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:fr,https://x.com/ASHISHkrshukla/status/612647990939906048,"Ashish
@ASHISHkrshukla
·
Jun 22, 2015
#Yoga#IndianHeritage#InternationalYogaDay#:)",1779349273.7529469,"['Yoga', 'IndianHeritage', 'InternationalYogaDay']",2015.0,governance_global,fr,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:fr,https://x.com/insan24sam/status/612647402747473920,"insansayum
@insan24sam
·
Jun 22, 2015
#MSGHappyFathersDay
#MSG InternationalYogaDay",1779349273.809386,"['MSGHappyFathersDay', 'MSG']",2015.0,governance_global,fr,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/fercarrillo_/status/612732897523466240,"fernanda carrillo
@fercarrillo_
·
Jun 22, 2015
@alanxelmundo
 alcanzaste a ir al #InternationalYogaDay en Times Square?? Jajaja esta por todo snapchat!",1779349790.989922,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/chemasinvertigo/status/612722803280883712,"Chema Sinvertigo
@chemasinvertigo
·
Jun 22, 2015
Y así termina el #internationalyogaday... Atardecer fantástico disfrutando de bailes y comida India... 
https://
instagram.com/p/4NH74yEFqu/",1779349791.2500658,['internationalyogaday'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/rAngOLi_ioGa/status/612720309679038464,"Anna - RANGOLI (Behind the scenes)
@rAngOLi_ioGa
·
Jun 22, 2015
#internationalYOGAday... uns a l'Índia... nosaltres a #Olot! :)
I tu l'has celebrat? 
http://
fb.me/sxpNRVwm",1779349791.443596,"['internationalYOGAday', 'Olot']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/undercatx26/status/612706500801372161,"Jorge Monsalve
@undercatx26
·
Jun 22, 2015
Técnicas de relajación  #Yoga #YogaDay #InternationalYogaDay #Instayoga #YogaLife #ILoveYoga… 
https://
instagram.com/p/4NAhauP5fe/",1779349791.549207,"['Yoga', 'YogaDay', 'InternationalYogaDay', 'Instayoga', 'YogaLife', 'ILoveYoga']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/Universoyoga/status/612702010501152768,"Universoyoga
@Universoyoga
·
Jun 22, 2015
Abriéndonos hacia lo desconocido, sin miedo , Feliz #InternationalYogaDay 
http://
fb.me/6s3WBI1hv",1779349792.170605,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/PenaCamila/status/612694046595747840,"Camila Peña
@PenaCamila
·
Jun 22, 2015
Feliz #DiaInternacionaldelYoga! #yogaday #yogadaycol#yoga #InternationalYogaDay #travelyogi #yogi… 
https://
instagram.com/p/4M627sh95e/",1779349792.233243,"['DiaInternacionaldelYoga', 'yogaday', 'yogadaycol', 'yoga', 'InternationalYogaDay', 'travelyogi', 'yogi']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/Dona10BCN/status/612671334011670530,"Dona 10
@Dona10BCN
·
Jun 22, 2015
¡Feliz día Internacional del Yoga! <3

#InternationalYogaDay #yoga #ioga",1779349792.292016,"['InternationalYogaDay', 'yoga', 'ioga']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/SudhirPuthran/status/612666889081229312,"Coach Sudhir | Leadership & Life Growth
@SudhirPuthran
·
Jun 22, 2015
Mexico City
#InternationalYogaDay
Quote
Sujan Chinoy
@SujanChinoy
·
Jun 21, 2015
First pictures of massive turnout of thousands in MexicoCity for #YogaDay along iconic Reforma Avenue!Please share!",1779349792.3592162,"['InternationalYogaDay', 'YogaDay']",2015.0,governance_global,es,3,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/HMATimCole/status/612648499650236416,"Tim Cole
@HMATimCole
·
Jun 22, 2015
Happy #InternationalYogaDay from #Havana! Yoga all day today in CSO Gerardo Abreu Fontán, Miramar",1779349792.421577,"['InternationalYogaDay', 'Havana']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/Camach0Maria/status/612636532919390208,"Maria
@Camach0Maria
·
Jun 22, 2015
#InternationalYogaDay desde el paraíso me uno a una de las cosas que mas me gusta hacer, yogueando ando!!! #Namaste",1779349792.486903,"['InternationalYogaDay', 'Namaste']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/UrbanYogaSma/status/612633802549039104,"Urban Yoga Sma
@UrbanYogaSma
·
Jun 21, 2015
Día Internacional de Yoga #InternationalYogaDay #SanMigueldeAllende #yoga #YogaDay",1779349792.5531242,"['InternationalYogaDay', 'SanMigueldeAllende', 'yoga', 'YogaDay']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/SickBamboo/status/612599822667771904,"5H4L1N
@SickBamboo
·
Jun 21, 2015
Yoga Se Hoga 
#InternationalYogaDay",1779350068.673513,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/JAAyalact/status/612602239832719360,"Juan Antonio Ayala
@JAAyalact
·
Jun 21, 2015
Feliz domingo, día Internacional del Yoga! #InternationalYogaDay",1779350070.245431,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/anarore_DN/status/612594971909189632,"Ana Rodríguez Rejón
@anarore_DN
·
Jun 21, 2015
Felíz Día Internacional del Yoga! #InternationalYogaDay",1779350070.643115,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/ankit_pfc/status/612525425189879808,"Ankit Mishra
@ankit_pfc
·
Jun 21, 2015
#GotUpAt3 #InternationalYogaDay #Mumbai #MarineDrive #WithMumbaiPolice #AmazingFeeling #Rain+Sea+Yoga… 
https://
instagram.com/p/4LuLbIkCKp/",1779350070.718974,"['GotUpAt3', 'InternationalYogaDay', 'Mumbai', 'MarineDrive', 'WithMumbaiPolice', 'AmazingFeeling', 'Rain']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/Symonboss/status/612512338005069824,"Simón Gil Tévar
@Symonboss
·
Jun 21, 2015
De buena mañana yogeando un poco.  Mens sana in corpore sano #InternationalYogaDay",1779350070.784875,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/IsKiYaUski/status/612505784430292992,"LegendVirat
@IsKiYaUski
·
Jun 21, 2015
Yoga se Hoga #InternationalDayofYoga #InternationalYogaDay #YogaDiwas",1779350070.846823,"['InternationalDayofYoga', 'InternationalYogaDay', 'YogaDiwas']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/SudhirPuthran/status/612483085058183169,"Coach Sudhir | Leadership & Life Growth
@SudhirPuthran
·
Jun 21, 2015
Geneva
#InternationalYogaDay
Quote
India at UN, Geneva
@IndiaUNGeneva
·
Jun 21, 2015
All set 
for the #YogaDay celebrations @UNGeneva",1779350070.905581,"['InternationalYogaDay', 'YogaDay']",2015.0,governance_global,es,3,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/SudhirPuthran/status/612481989170454528,"Coach Sudhir | Leadership & Life Growth
@SudhirPuthran
·
Jun 21, 2015
UNESCO
#InternationalYogaDay
Quote
Economic Times
@EconomicTimes
·
Jun 21, 2015
SEEN EARLIER: Glimpses of .@UNESCO curtain raiser (Image: @bjpkarnataka) #InternationalDayofYoga",1779350070.965591,"['InternationalYogaDay', 'InternationalDayofYoga']",2015.0,governance_global,es,3,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/abhi_anand92/status/612604914699751425,"अभिषेक आनंद
@abhi_anand92
·
Jun 21, 2015
Dear Yoga,
Tu humse na hoga. ;-)

#InternationalYogaDay",1779350074.15313,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/Malabar_Parotta/status/612481966349393921,"Vatsan
@Malabar_Parotta
·
Jun 21, 2015
Yoga for patience. No patience for Yoga.  #InternationalYogaDay",1779350074.7074418,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/SudhirPuthran/status/612476562332463104,"Coach Sudhir | Leadership & Life Growth
@SudhirPuthran
·
Jun 21, 2015
China #InternationalYogaDay
Quote
ET Politics
@ETPolitics
·
Jun 21, 2015
All in perfect unison during #InternationalDayofYoga celebrations at Peking University, #China (Image: MEA)",1779350074.788018,"['InternationalYogaDay', 'InternationalDayofYoga', 'China']",2015.0,governance_global,es,3,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/iamkamalnayan/status/612476099084226560,"Kamal Nayan
@iamkamalnayan
·
Jun 21, 2015
Dear #YogaDay, tu mujhse na hoga. 
#internationalyogaday #yogaday",1779350079.272744,"['YogaDay', 'internationalyogaday', 'yogaday']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/YogaGupta/status/612471684336103425,"Gupta Vidya Yoga
@YogaGupta
·
Jun 21, 2015
#InternationalYogaDay Saludando al  en Barcelona #IYD #IYDBCN",1779350079.407419,"['InternationalYogaDay', 'IYD', 'IYDBCN']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/pandavaji/status/612464204658941952,"Pandava Govinda
@pandavaji
·
Jun 21, 2015
#InternationalYogaDay
21 junio",1779350079.481374,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/YogaGupta/status/612462676913094656,"Gupta Vidya Yoga
@YogaGupta
·
Jun 21, 2015
A punto de dar la bienvenida al Sol! #InternationalYogaDay",1779350083.374408,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/MiniRib/status/612452619064180737,"Mini Ribeiro
@MiniRib
·
Jun 21, 2015
Lo aaj social media #FathersDay aur #InternationalYogaDay se bhara hoga.",1779350083.6029172,"['FathersDay', 'InternationalYogaDay']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/avinashshenoy/status/612429073273393152,"Avinash Shenoy
@avinashshenoy
·
Jun 21, 2015
Yo! Yo! Yoga. #InternationalYogaDay",1779350083.766592,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/TallyHelper/status/612355183025254400,"CyberTec Solutions
@TallyHelper
·
Jun 21, 2015
Yoga se hi Hoga  #InternationalYogaDay 
http://
fb.me/2oMsb1XtQ",1779350083.8811362,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/YogaGupta/status/612339501650812929,"Gupta Vidya Yoga
@YogaGupta
·
Jun 21, 2015
Mañana es el gran día #InternationalYogaDay te esperamos en Barcelona! #yoga #meditación #IYDBCN",1779350083.946465,"['InternationalYogaDay', 'yoga', 'meditación', 'IYDBCN']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/ABPNews/status/612223807957262336,"ABP News
@ABPNews
·
Jun 20, 2015
CM 
@ArvindKejriwal
​, 
@msisodia
 ​ to participate in
#InternationalYogaDay


http://
abplive.in/india/2015/06/
20/article624815.ece/Kejriwal-Sisodia-to-participate-in-International-Yoga-Day
…",1779350089.906452,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/YogaGupta/status/611919360253366274,"Irene Ayuso Morillo
@IreneAyusMorill
·
Jun 20, 2015
Preparaciones para el Récord Guinness en la #India: la mayor clase de #yoga en el mismo lugar: 
http://
bit.ly/1ITTnoL #InternationalYogaDay",1779350090.047554,"['India', 'yoga', 'InternationalYogaDay']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/AsanaYogaCentro/status/612266466298200064,"Asana Yoga Centro
@AsanaYogaCentro
·
Jun 20, 2015
#AsanaYogaCentro se traslada al jardín #IYD #InternationalYogaDay #DiainternacionalYoga 21Junio 20h #Yoga",1779350093.65081,"['AsanaYogaCentro', 'IYD', 'InternationalYogaDay', 'DiainternacionalYoga', 'Yoga']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/YogaGupta/status/611874812005367808,"Gupta Vidya Yoga
@YogaGupta
·
Jun 19, 2015
Nos ayudáis a difundir Yogueando por Barcelona? 
http://
on.fb.me/1QFTwTO 
@sientetualma
 #InternationalYogaDay",1779350094.3067362,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/PallaviKFC/status/611858363597606912,"Pallavi Kulkarni FC
@PallaviKFC
·
Jun 19, 2015
#InternationalYogaDay promo 
@PallaviKulk
 #IKNMP #Ragini 
https://
m.youtube.com/?gl=IN#/watch?
v=bAERXX2Xa5g
…",1779350116.317078,"['InternationalYogaDay', 'IKNMP', 'Ragini']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/naikprasad/status/611856080545558528,"Prasad Naik
@naikprasad
·
Jun 19, 2015
@ArtofLiving
 Yoga expert, tutor 
@KamleshBarwal
 interview 
http://
kannada.oneindia.com/column/yoga/ar
t-of-living-yoga-expert-kamlesh-barwal-interview-094640.html
… #InternationalYogaDay 
@YogaSharer
 
@OneindiaKannada",1779350116.3891032,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/YogaGupta/status/611822713825587200,"Gupta Vidya Yoga
@YogaGupta
·
Jun 19, 2015
Actos con motivo del Día Internacional del Yoga 
http://
bit.ly/1QG3RPw via 
@Yogaenred
  #IYD #InternationalYogaDay #IYDBCN #Yoga #meditación",1779350116.4577248,"['IYD', 'InternationalYogaDay', 'IYDBCN', 'Yoga', 'meditación']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/YogaGupta/status/611757960893755392,"Gupta Vidya Yoga
@YogaGupta
·
Jun 19, 2015
Te animamos a participar! 
http://
on.fb.me/1QFTwTO #fotografía #IYD #IYDBCN #yoga  #InternationalYogaDay",1779350116.526606,"['fotografía', 'IYD', 'IYDBCN', 'yoga', 'InternationalYogaDay']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/Inlakechsma/status/612633193196318721,"Festival In lak'ech
@Inlakechsma
·
Jun 21, 2015
Día Internacional de Yoga #InternationalYogaDay",1779350133.406374,['InternationalYogaDay'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/MariSinSentido/status/612624113149079552,"Maravilla SinSentido
@MariSinSentido
·
Jun 21, 2015
Día internacional del #siga #internationalyogaday India-Nicaragua unidas #whplowaltitude @ Salon De… 
https://
instagram.com/p/4MbDmGQ522/",1779350133.4714508,"['siga', 'internationalyogaday', 'whplowaltitude']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/porporpr/status/612623421235724288,"porpor
@porporpr
·
Jun 21, 2015
#internationalyogaday  @ Agaligo Yoga 
https://
instagram.com/p/4MaveOMOdS/",1779350138.453401,['internationalyogaday'],2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/sankrant/status/612623321864101889,"Sankrant Sanu सानु संक्रान्त ਸੰਕ੍ਰਾਂਤ ਸਾਨੁ
@sankrant
·
Jun 21, 2015
Umm. Indian Cultural Internationalism. #InternationalYogaDay
Quote
Dr. Manish Kumar
@DrManishKumar1
·
Jun 21, 2015
Feeling Proud to see the demonstration of Indian Cultural Nationalism under phenomenal leader ship of @narendramodi  #InternationalDayofYoga",1779350138.868875,"['InternationalYogaDay', 'InternationalDayofYoga']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:es,https://x.com/YogaKidsBistrot/status/612605451637772289,"Yoga 4 Kids & Bistro
@YogaKidsBistrot
·
Jun 21, 2015
""Hoy soy"" Celebramos el primer día Internacional del #yoga Aquí, ahora. Namaste  #internationalyogaday  #yoga... 
http://
fb.me/7sVmT62gV",1779350139.426354,"['yoga', 'internationalyogaday', 'yoga']",2015.0,governance_global,es,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:pt,https://x.com/SudhirPuthran/status/612664039315931136,"Coach Sudhir | Leadership & Life Growth
@SudhirPuthran
·
Jun 22, 2015
MonteCarlo, Monaco!
#InternationalYogaDay
Quote
Ganesh Shaw
@ganeshshaw
·
Jun 22, 2015
#YogaDay.....More than a thousand people demonstrating Yoga at Monte-Carlo terraces, Monaco..@anilkohli54 @Bunibroto",1779350179.287207,"['InternationalYogaDay', 'YogaDay']",2015.0,governance_global,pt,3,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:pt,https://x.com/sandeepbaliga/status/612599586582990849,"Sandeep R Baliga  ( “Sydney”)
@sandeepbaliga
·
Jun 21, 2015
#InternationalYogaDay 
@Wiseguy70
 india",1779350179.4135911,['InternationalYogaDay'],2015.0,governance_global,pt,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:pt,https://x.com/divyakbhavani/status/612586441458208768,"Divya K Bhavani
@divyakbhavani
·
Jun 21, 2015
#InternationalYogaDay  @ Alexandra Palace 
https://
instagram.com/p/4MJ66LFvx3/",1779350179.596401,['InternationalYogaDay'],2015.0,governance_global,pt,2,0
InternationalYogaDay since:2015-06-19 until:2015-06-22 lang:pt,https://x.com/Mayankb36/status/612585380693606400,"Mayank Bahukhandi
@Mayankb36
·
Jun 21, 2015
#internationalyogaday  India
#respected 
#feelingfit 
https://
instagram.com/p/4MJcYWgWzi/",1779350179.8428202,"['internationalyogaday', 'respected', 'feelingfit']",2015.0,governance_global,pt,2,0
