video_id,title,channel,upload_date,duration,view_count,source_corpus,uploader,like_count,webpage_url,description,has_transcript,word_count,status,cluster
0T_qOiw2Xuk,International Yoga Day | PM Modi Leads Mass Yoga Event in Mysuru,TVC News Nigeria,20220621,47.0,319,phase2,,,,,True,,transcript_available,4
jq3XAReBLtQ,"Indian PM Modi leads historic Yoga session at UN HQ, New York | International Yoga Day",WION,20230621,575.0,578,phase2,,,,,True,,transcript_available,0
CWa-gW_-7zQ,International Yoga Day 2022 : PM Modi Leads Yoga Day Celebrations At Mysuru Palace In Karnataka,Republic World,20220621,37736.0,75570,phase2,,,,,True,,transcript_available,0
3DbBA1BTAM4,PM Modi bends over backwards to mark International Yoga Day,euronews,20160621,20.0,578,phase2,,,,,True,,transcript_available,4
BSiBZtjXDb0,World marks International Day of Yoga | PM Modi US visit | WION,WION,20230621,477.0,692,phase2,,,,,True,,transcript_available,0
HXhxVUNecmg,PM Modi US Visit | PM Modi Puts Out Special International Yoga Day Video | PM Modi In America,CNN-News18,20230622,252.0,311,phase2,,,,,True,,transcript_available,0
tdplSsPk8tI,Live | PM Modi leads International Yoga Day Celebrations at the UN | News9,NEWS9 Live,20230622,7013.0,432,phase2,,,,,True,,transcript_available,4
u1JgC4ZjEJc,"PM Modi Leads Celebrations In New York, Says Yoga Unites The World | 9th International Yoga Day",India Today,20230621,352.0,672,phase2,,,,,True,,transcript_available,4
jMKJYZDqTks,PM Modi To Lead Yoga Day Celebrations At UN HQ; Dignitaries Of 180 Countries To Participate,Republic World,20230621,223.0,9907,phase2,,,,,True,,transcript_available,4
VWRLYm3qBI4,Global Yoga Day: PM Modi Leads The Way At UN Headquarters,Business Today,20230620,203.0,3368,phase2,,,,,True,,transcript_available,4
piaIDE9_72U,"International Yoga Day 2020: PM Modi urges for 'Yoga at home'; says, ""it's a day one oneness""",WION,20200621,905.0,5412,phase2,,,,,True,,transcript_available,2
sMBMcZ9qC1c,PM Modi Leads International Yoga Day Celebrations In Mysuru; 'Yoga Is A Way Of Life',Republic World,20220621,932.0,4492,phase2,,,,,True,,transcript_available,2
5HxJ-DOJGV0,'Yoga a ray of hope as world fights Covid-19': PM Modi on International Yoga Day,Hindustan Times,20210621,434.0,6129,phase2,,,,,True,,transcript_available,2
bYf5oUBqcvs,Full & Uncut: PM Modi's Message On International Yoga Day,Republic World,20230621,673.0,4090,phase2,,,,,True,,transcript_available,2
F8r2xYzf6Z0,PM Modi in US: Indian PM Modi to lead Yoga Day celebrations at UN HQ | International Yoga Day,WION,20230621,467.0,1212,phase2,,,,,True,,transcript_available,0
3jgTR6-g1Lo,International Yoga Day 2023 | Vrikshasana with PM Modi | Yoga with Modi | Oneindia News,Oneindia News,20230619,203.0,1334,phase2,,,,,True,,transcript_available,4
cipmQDkJWRk,"PM Modi Arrives At UN HQ To Lead Yoga Day Even, Pays Tribute To Mahatma Gandhi | Latest News",Times Now,20230621,1199.0,834,phase2,,,,,True,,transcript_available,4
ckQIyUR-YYQ,"International Yoga Day | Yoga Has Become A Ray Of Hope When World Fights Covid-19, Says PM Modi",India Today,20210621,976.0,10637,phase2,,,,,True,,transcript_available,2
-ZxrdlQe_78,Prime Minister Narendra Modi's message on 2nd International Day of Yoga,Indian Diplomacy,20160617,230.0,3529,phase2,,,,,True,,transcript_available,4
lA9dHOAGUjs,"PM Modi In US | ""Yoga Is Way Of Life"": PM Modi Leads Yoga Event At UN",NDTV,20230621,4023.0,1587,phase2,,,,,True,,transcript_available,6
38OJ5YUWgDE,World Celebrates Yoga: PM Modi's 'Yoga In Covid Fight' Message On 6th International Day Of Yoga,India Today,20200621,171.0,2994,phase2,,,,,True,,transcript_available,2
LlIcW_A5eaM,India’s Modi participates in mass event to mark International Day of Yoga,Al Arabiya English,20220621,71.0,2130,phase2,,,,,True,,transcript_available,4
tHkW2akJLfY,Narendra Modi leads Yoga session in New York - part one,Sky News,20230621,2330.0,4091,phase2,,,,,True,,transcript_available,4
kkvjhnSG3pQ,PM Shri Narendra Modi takes part in International Day of Yoga celebrations at UN HQ in New York,Bharatiya Janata Party,20230621,4160.0,16769,phase2,,,,,True,,transcript_available,6
VsGPjzPndHc,"International Yoga Day: ""Yoga Brings People Together"", Says PM Modi",NDTV,20200621,148.0,1469,phase2,,,,,True,,transcript_available,2
3-4dvMSYSis,LIVE: PM Modi Yoga at UN Headquarters | International Yoga Day 2023 Live | Modi US State Visit,ANI News,20230621,3895.0,192152,phase2,,,,,True,,transcript_available,6
pSjXJBEdLhQ,PM Narendra Modi Addresses Nation On International Yoga Day | Delhi | Mango News,Mango News,20160620,268.0,234,phase2,,,,,True,,transcript_available,4
6WtvdIBrW8c,International Yoga Day 2023 Live Updates | PM Modi's Message On International Yoga Day | News18 Live,CNN-News18,20230621,23880.0,3768,phase2,,,,,True,,transcript_available,2
DrEBOB3mAWI,PM Narendra Modi Message for International Yoga Day | Thanks UNO for promoting Yoga,Mango News,20150617,359.0,1717,phase2,,,,,True,,transcript_available,2
d_PYT6CElGg,"PM Modi: Yoga Has Become A Global Movement, A Global Spirit",India Today,20230621,185.0,628,phase2,,,,,True,,transcript_available,4
puFOuS2sk9w,PM Modi Lists Benefits Of Yoga Amid COVID On International Yoga Day | Full Speech,Republic World,20200621,849.0,13521,phase2,,,,,True,,transcript_available,2
cEebNNbLlQU,LIVE | PM Modi Leads Yoga Diwas at UN HQ in New York City | International Yoga Day | Times Now,Times Now,20230621,32425.0,13952,phase2,,,,,True,,transcript_available,0
Xr6ZOn6Xd7E,Yoga Day 2020: PM Modi Says Pranayam Boosts Respiratory System And Raises Immunity Against COVID,India Today,20200621,844.0,4912,phase2,,,,,True,,transcript_available,2
FQCb-9Df0uQ,International Yoga Day | PM Modi | India aims World Record | 21 June as Yoga Day | Rajpath,Mango News,20150621,165.0,735,phase2,,,,,True,1151.0,transcript_available,4
I0ahh_fiPVo,"PM Modi To Lead Global Celebration Of Yoga From UN HQ, Shares A Video Message On Intl Yoga Day",Times Now,20230621,662.0,1340,phase2,,,,,True,,transcript_available,2
y4tARqIzJis,"PM Modi, CM Yogi Adityanath perform Yoga on International Yoga Day",NYOOOZ TV,20170621,75.0,785,phase2,,,,,True,,transcript_available,4
Iwuib4fD6dM,WION Gravitas: PM Modi urges all to practice yoga on 4th International Yoga Day,WION,20180621,963.0,257,phase2,,,,,True,,transcript_available,4
ijS-ruHh_-8,PM Modi US Visit LIVE News | PM Modi’s International Yoga Day Event At UN HQ Creates World Record,CNN-News18,20230621,3485.0,1552,phase2,,,,,True,,transcript_available,0
f3PH1cvX8sM,"PM Modi Leads Yoga Day Event In New York, Says 'Yoga Unites The World' | Latest English News",MIRROR NOW,20230622,74.0,9519,phase2,,,,,True,,transcript_available,0
wOB5cUaunT8,PM Modi's Yoga Day message at United Nations in New York,NDTV,20150621,324.0,1865,phase2,,,,,True,,transcript_available,2
lFzm6nIcyoE,"PM Modi On Yoga Day 2022: 'No Longer Part Of Life, Yoga Becoming Way Of Life'",India Today,20220621,426.0,560,phase2,,,,,True,,transcript_available,2
k2JHTLlqGuE,International Yoga Day A Symbol Of PM Modi’s Successful Diplomacy? India’s Soft Power On The Rise,Times Now,20230621,196.0,2444,phase2,,,,,True,,transcript_available,4
og_Xqy_IHpY,PM Modi's US Visit | International Day of Yoga and Indian Diaspora's Enthusiasm | News9,NEWS9 Live,20230620,528.0,662,phase2,,,,,True,,transcript_available,0
j-f0YHcix90,PM Modi's Video Message On Yoga Day | We Get More Energy From Doing Yoga: PM Modi,India Today,20230621,18765.0,2596,phase2,,,,,True,,transcript_available,0
sqhAuIa5PB4,"PM Modi posts video message on International Yoga Day, Watch here | Oneindia News",Oneindia News,20160620,269.0,644,phase2,,,,,True,,transcript_available,4
2e_pszlUvOs,UN Headquarters decked up for Intl Yoga Day as PM Modi to lead the grand event,ANI News,20230621,215.0,4917,phase2,,,,,True,,transcript_available,2
_IKq9_hxfR8,PM Modi Live: PM Modi Live At UN Headquarters: International Yoga Day 2023 | India Today LIVE,India Today,20230622,35614.0,9361,phase2,,,,,True,,transcript_available,6
tc80x4xIlHA,Yoga session led by PM Modi creates Guinness World Record | WION Pulse,WION,20230621,649.0,837,phase2,,,,,True,,transcript_available,0
xm0_KOSNLTY,PM Modi US Visit | PM Modi Performs Yoga At The UN Headquarters To Mark Yoga Day | PM Modi News,CNN-News18,20230621,356.0,459,phase2,,,,,True,,transcript_available,0
hqSZI4xHvw8,PM Modi Leads Yoga Day Celebrations At UN Headquarters | PM Modi's 1st State Visit To US | NewsX,NewsX Live,20230621,3783.0,1651,phase2,,,,,True,,transcript_available,0
24OcYjeKAZo,PM Modi-led Yoga Day event; 135 nationalities take part in yoga lesson breaking world record,DD India,20230621,3415.0,271,phase2,,,,,True,,transcript_available,0
E4CYCnXnhrk,PM Modi-led Yoga Session At UN Headquarters Creates Guinness World Record | Watch,Hindustan Times,20230621,111.0,29314,phase2,,,,,True,,transcript_available,1
9SZFSBW5MDk,International Yoga Day: 2019: PM Modi departs from Yoga ground of Ranchi,WION,20190621,467.0,360,phase2,,,,,True,,transcript_available,4
vesCA0lzuzA,International Yoga Day: PM Modi announces awards for good yoga,NYOOOZ TV,20160621,125.0,653,phase2,,,,,True,,transcript_available,9
549VedVn4gg,PM Modi-led Yoga session at UN creates Guinness World Record,The Tribune,20230621,72.0,644,phase2,,,,,True,,transcript_available,4
KvdAWtb4mVE,"‘Yoga, A Way Of Life’: PM Modi  In Mysuru, Leads International Yoga Day As India Does The Asanas",Times Now,20220621,191.0,377,phase2,,,,,True,,transcript_available,7
n3Zf6ga7ncU,History created! PM Modi’s Yoga event at United Nations headquarters sets Guinness World Record,ANI News,20230621,190.0,7754,phase2,,,,,True,,transcript_available,7
cpgmUSfA334,Indian Prime Minister Narendra Modi indulges in some yoga,Onlooker,20160621,74.0,4949,phase2,,,,,True,,transcript_available,4
VzBqEC3qk3Q,PM Modi’s Yoga Day Event At UN HQ Creates Guinness World Record,India Today,20230621,203.0,689,phase2,,,,,True,,transcript_available,4
QIU7y0WBfgc,PM Modi On Yoga Day 2020: 'Celebrate It At Home & With Family',Republic World,20200621,153.0,1270,phase2,,,,,True,,transcript_available,2
JbzEmGWh1mc,Gravitas US Edition: PM Modi leads Yoga Day event at UN HQ | 180 nations witness India's soft power,WION,20230621,2943.0,8493,phase2,,,,,True,,transcript_available,0
clhT4OwJ_SQ,"PM Modi's Message On International Yoga Day: ""The World Is One Family""",NDTV,20230621,690.0,284,phase2,,,,,True,,transcript_available,2
HSBwdaHZhx4,"Guinness World Record Set At PM Modi-led Yoga Event In United Nations, New York | PM Modi In US",moneycontrol,20230621,135.0,1250,phase2,,,,,True,,transcript_available,1
FFItaOgVdPY,International Yoga Day 2022: PM Modi Leads From Mysuru As India Participates in celebrations,LatestLY,20220621,520.0,4219,phase2,,,,,True,,transcript_available,7
woDftJ5-_hk,PM Modi Leads International Yoga Day Celebrations; Experts Discuss Issue | Latest News,Times Now,20230621,564.0,417,phase2,,,,,True,,transcript_available,0
N9ZnuWKaVGc,WATCH The Latest Visuals Where Modi Would Head The Yoga Day At UN Headquarters,India Today,20230621,490.0,255,phase2,,,,,True,,transcript_available,0
yU_V9zgUo-k,Watch: PM Modi kick-starts International Yoga Day 2018 celebrations in Dehradun,Hindustan Times,20180621,115.0,4886,phase2,,,,,True,,transcript_available,1
tlQFariES-I,PM Modi's address on 7th International Day of Yoga,Narendra Modi,20210621,1289.0,125726,phase2,,,,,True,,transcript_available,2
Vk6H0oT1n2U,Indian PM leads yoga exercise,The Telegraph,20150621,41.0,1635,phase2,,,,,True,119.0,transcript_available,1
VPJwv5iWDF4,PM Modi Announces 'Yoga For Vasudhaiva Kutumbakam' As Theme For International Yoga Day,India Today,20230618,1801.0,1924,phase2,,,,,True,,transcript_available,2
EeWUKcI5ErU,Urge everyone to celebrate 'Yoga Day' with great enthusiasm: PM Modi,Narendra Modi,20220529,294.0,6254,phase2,,,,,True,,transcript_available,2
bUbKvHgR9sc,PM Shri Narendra Modi's address on 7th International Day of Yoga,Bharatiya Janata Party,20210621,1455.0,17262,phase2,,,,,True,,transcript_available,2
h6BWo6jsiLA,Discover the astonishing benefits of making Yoga a part of your daily routine | #MannKiBaat,Narendra Modi,20230618,102.0,3554,phase2,,,,,True,,transcript_available,2
vOlbsk_ru_U,3rd International Day of Yoga,PIB India,20170621,4323.0,629,phase2,,,,,True,,transcript_available,2
VKqzSv509xk,PM Narendra Modi to lead ninth edition of International Yoga Day at UN headquarters on June 21,The Economic Times,20230621,91.0,448,phase2,,,,,True,,transcript_available,7
02u0sbxZMuE,Yoga Day 2023: PM Modi interacts with children at UN headquarters in New York,Republic World,20230621,450.0,2178,phase2,,,,,True,,transcript_available,4
H8839nIXsog,Live: Yoga Day 2023 with PM Modi  | United Nations from New York,P1NEWS,20230621,839.0,1,phase2,,,,,True,,transcript_available,4
QQZ7e66-Vgk,Yoga gives us a way of holistic health: PM Modi,Narendra Modi,20210621,138.0,5710,phase2,,,,,True,,transcript_available,9
LlsAx-TaQw4,PM Modi's remarks at International Day of Yoga at UN headquarters,Narendra Modi,20230621,540.0,166564,phase2,,,,,True,,transcript_available,4
rP98Wu7-YM4,PM Modi’s Yoga Session At UN Headquarters Witnesses High & Mighty,The New Indian,20230621,92.0,57,phase2,,,,,True,,transcript_available,7
n8N-RQgMXmM,8th International Day of Yoga 2022 | Embassy of India in Oslo,Embassy of India in Oslo,20220622,512.0,145,phase2,,,,,True,,transcript_available,7
xivKGF3fDpA,Indian PM Narendra Modi leads the 9th International Day of Yoga | Diya TV,Diya TV,20230622,5728.0,181,phase2,,,,,True,,transcript_available,6
uQxvgH4oTTI,"Yoga Session at Independence Square in Colombo, Sri Lanka | 8th International Day of Yoga",DD India,20220621,240.0,943,phase2,,,,,True,,transcript_available,4
XKe8oiQDR68,PM Modi inaugurates Yoga Wellness Centre in USA via VC,Narendra Modi,20180621,1058.0,5933,phase2,,,,,True,,transcript_available,9
vwaWGxG-J9k,2 Days as Guest of the UN : Yoga Day with India's PM Narendra Modi 🇮🇳🧘🏻‍♀️ and My Song for the Event,Surabhi V,20230715,90.0,132,phase2,,,,,True,,transcript_available,1
w-qMkgmWA4M,"Yoga makes us conscious of everything around us, builds sense of awareness: PM Modi",Narendra Modi,20220621,143.0,3493,phase2,,,,,True,,transcript_available,4
zgUnmoFOTts,6th International Day of Yoga | PM Modi's appeal to people !,BETON BRUT,20200618,290.0,8,phase2,,,,,True,,transcript_available,2
monxOtArSdE,International Yoga Day | PM Modi To Lead International Yoga Day 2023 Event At United Nations News18,CNN-News18,20230617,463.0,2098,phase2,,,,,True,,transcript_available,4
XjzM546PQ6E,Yoga Song by Prominent Artists || 7th International Yoga Day || prime minister of india || pmo india,Relaxation Music OM,20210623,263.0,92,phase2,,,,,True,,transcript_available,3
KOBl2gMTsUI,LIVE : PM Modi takes part in International Day of Yoga celebrations at UN HQ in New York City |,ASTHRA TV PLUS,20230622,5409.0,40,phase2,,,,,True,,transcript_available,6
Sc08I9A0oLU,International Yoga Day 2022 LIVE | PM Modi Leads Yoga Day Celebrations | Zee Telugu,Zee Telugu News,20220621,3690.0,71,phase2,,,,,True,,transcript_available,2
s7Mw13LujzE,PM MODI Reveals Surprising Details About International Yoga Day |  Yoga Day | International Yoga Day,Qvive ,20240620,60.0,97,phase2,,,,,True,,transcript_available,2
H9bF0cVhU4Q,International yoga day #pmoindia #yoga #patanjali #ramdev #india,Lalan Kumar Tiwari,20220621,38.0,8,phase2,,,,,True,,transcript_available,1
xR9j7yG-94A,International Day of Yoga 2022 - New Zealand,"HIGH COMMISSION OF INDIA WELLINGTON, NEW ZEALAND",20220621,4450.0,146,phase2,,,,,True,,transcript_available,6
Ypwn-vB5jvw,PM Modi appreciates Chennai student for promoting Yoga in a unique way…Watch video!,Narendra Modi,20210624,386.0,8793,phase2,,,,,True,,transcript_available,2
4HN--v2kpz0,"LIVE: PM Modi takes part in 11th International Day of Yoga celebrations in Visakhapatnam, AP",MAKE IN INDIA TV,20250621,5383.0,51,phase2,,,,,True,,transcript_available,2
4Tq_Q3NBE7w,PM Narendra Modi Celebrates 8th International Day Of Yoga At The Historical Majestic Mysuru Palace.,Nasheman News,20220621,466.0,85,phase2,,,,,True,,transcript_available,2
l7_7DjjjTw8,"PM Narendra Modi Yoga Poses at UN HQ, New York | 9th International Yoga Day Celebrations | YOYO TV",YOYO TV Channel,20230621,185.0,129,phase2,,,,,True,,transcript_available,6
55JWQ0PyYVA,Yoga ensures peace of mind: PM Modi,Narendra Modi,20200621,130.0,29559,phase2,,,,,True,,transcript_available,2
kq0zMkc1jQw,International Day of Yoga  | Modi | Live | Covid19 | Corona | GDP  | Godi Media | Coming Bharat,Coming Bharat,20210621,1904.0,45,phase2,,,,,True,,transcript_available,2
tqbPqSzob_I,PM Modi to lead Yoga Day at UN in New York  on June 21|PMmodi,tvbharat24,20230614,264.0,14,phase2,,,,,True,,transcript_available,0
9H9dwtG_Ing,PM’s Message on the 4th International Yoga Day German,Yoga With Modi,20180620,365.0,1937,phase2,,,,,True,,transcript_available,4
CDRLQqlYefc,PM’s Message on the 4th International Yoga Day Russian,Yoga With Modi,20180620,365.0,2784,phase2,,,,,True,,transcript_available,4
uQEn4vwwLYg,"Visuals of 8th International Day of Yoga 2022 from ISA Sports City, Bahrain",DD India,20220621,520.0,519,phase2,,,,,True,,transcript_available,6
__cd-Hi0gnQ,Yoga international Day #yogaforselfcare @pmoindia @themillenniumschoolhmel @hmel-india,Khwaish The Wonder girl,20240620,60.0,350,phase2,,,,,True,,transcript_available,1
G26RqtF4sm8,PM’s Message on the 4th International Yoga Day Korean,Yoga With Modi,20180620,365.0,1795,phase2,,,,,True,,transcript_available,1
Kq6KSPBrf3g,Yoga Day || 8th International Yoga Day 21st June 2022 || PMO INDIA| Yoga Guru||@tntskillcentre,TNT Skill Centre,20220621,290.0,223,phase2,,,,,True,,transcript_available,7
DjuOaweshUs,PM’s Message on the 4th International Yoga Day Spanish,Yoga With Modi,20180620,365.0,1805,phase2,,,,,True,,transcript_available,3
Qy14dSLN-mA,"M-Yoga App will help fulfill motto of ‘One World, One Health’: PM Modi",Narendra Modi,20210621,83.0,33879,phase2,,,,,True,,transcript_available,2
quLNVEqK7sU,International Day of Yoga (2022),Indian Diplomacy,20240508,331.0,383,phase2,,,,,True,,transcript_available,9
VT5itSvfn5g,Common Yoga Protocol English (Full Version) International Day of Yoga   2017,Indian Diplomacy,20170612,3506.0,20161,phase2,,,,,True,,transcript_available,6
B7XpkH6pzlg,YOGA FOR THE WORLD - Celebrating the First International Day of Yoga (Full Movie),Indian Diplomacy,20160609,1827.0,8353,phase2,,,,,True,,transcript_available,4
DVsSBfS34Fk,Yoga for the world: Celebrating the International Day of Yoga (Abridged version),Indian Diplomacy,20160801,599.0,7071,phase2,,,,,True,,transcript_available,1
GjsCjBD6aaE,Yoga : Harmony with Nature (Promo),Indian Diplomacy,20150609,214.0,22796,phase2,,,,,True,,transcript_available,4
9puS4NcoHQ4,A Day of Oneness- First International Day of Yoga,Indian Diplomacy,20150701,258.0,632,phase2,,,,,True,,transcript_available,7
3LxK-TiifzQ,Yoga: Harmony With Nature (Short),Indian Diplomacy,20150529,501.0,4590,phase2,,,,,True,,transcript_available,4
TpTRtaSEGrE,Modi showcases yoga and India's cultural diplomacy on the UN lawn • FRANCE 24 English,FRANCE 24 English,20230621,254.0,3366,phase2,,,,,True,,transcript_available,0
81J_pa88Mi4,International Day of Yoga with Sadhguru at UNESCO - Crafting a Conscious Planet,Sadhguru,20230621,7530.0,224948,phase2,,,,,True,,transcript_available,4
SkT4ll953as,"Perspective : Yoga: India's Soft Power | 21 June, 2022",Sansad TV,20220621,1333.0,7769,phase2,,,,,True,,transcript_available,0
ZelH0Jywa5Q,Indian diplomatic community performs yoga asanas in Islamabad,WION,20180621,34.0,265,phase2,,,,,True,,transcript_available,1
d_PgNocg3z4,India's Modi showcases yoga at United Nations,Associated Press,20230621,84.0,5554,phase2,,,,,True,,transcript_available,4
6YPmSaTu468,International Yoga Day | Indian PM Modi's Diplomatic Soft Power at Work | UPSC/IAS 2022-2023,BYJU'S IAS,20220621,479.0,5513,phase2,,,,,True,,transcript_available,4
KgTyB6UNeUM,Modi's yoga diplomacy,TRT World,20180620,145.0,18686,phase2,,,,,True,,transcript_available,4
qZGQBgF5Uhk,International Day of Yoga 2019 Messages from our friends in Oman,"Embassy of India, Muscat",20190621,520.0,114,phase2,,,,,True,,transcript_available,4
HcbG1q7iL8I,How has India Benefited from International Yoga Day? | Vantage with Palki Sharma,Firstpost,20240621,528.0,45683,phase2,,,,,True,,transcript_available,4
LAuhSmFz9rM,World Watches India's Soft Power As PM Modi Leads Yoga Day Celebrations At UN HQ In U.S,Times Now,20230621,1564.0,1018,phase2,,,,,True,,transcript_available,4
e81UHZM44vU,From Yoga Day to State Dinner: A detailed look into PM Narendra Modi’s US visit itinerary,Times Of India,20230615,231.0,4630,phase2,,,,,True,,transcript_available,4
Qg9xS_09m9k,International Day of Yoga 2022,U.S. Embassy India,20220705,89.0,743,phase2,,,,,True,,transcript_available,4
4HdETZiiTyA,"Indian embassy hosts Yoga session at Lincoln Memorial, ahead of International Yoga Day",ANI News,20250620,191.0,2340,phase2,,,,,True,,transcript_available,4
EnaJ6CfZEco,PM Modi LIVE: PM Modi Leads Yoga Session At UN Headquarters | PM Modi In New York  |India Today Live,India Today,20230621,3533.0,1942,phase2,,,,,True,,transcript_available,6
Y7Ye51p2Fj4,International Yoga Day: Permanent Representative of India to UN Ruchira Kamboj on Yoga Day,IndiaTV News English,20230621,81.0,118,phase2,,,,,True,,transcript_available,4
GL7r_NfckrM,"Yoga Is Free From Copyright, Patents, It’s Unifying: PM Modi At UN HQ During Yoga Day Celebration",India Today,20230621,345.0,377,phase2,,,,,True,,transcript_available,4
XgbnqeGbSoQ,PM Modi's state visit to the US: International Yoga Day event at UN HQ creates Guinness World Record,WION,20230621,648.0,3051,phase2,,,,,True,,transcript_available,0
loEP6SecmHE,Modi In US 2023 | Former Diplomat Asoke Mukerji On PM Modi 'Soft Diplomacy Via Yoga' | News18,CNN-News18,20230622,685.0,2597,phase2,,,,,True,,transcript_available,0
zHHHJqUBbqo,From UNGA Podium In 2014 To UN Park In 2023: How PM Modi Took Yoga Global,NDTV,20230621,227.0,1140,phase2,,,,,True,,transcript_available,4
RXRgRsoNRmk,PM Modi leads unique Yoga Day event at UN headquarters in New York,South Asia Newsline,20230621,58.0,16,phase2,,,,,True,,transcript_available,4
MkrFz5QRjOs,Yoga goes global: Soft diplomacy or public relations stunt?,NDTV,20150621,1206.0,2887,phase2,,,,,True,,transcript_available,0
GREtxk36fQ8,"PM Modi: Yoga is accessible to all, free from patents and copyrights | International Yoga Day",WION,20230621,660.0,2828,phase2,,,,,True,,transcript_available,4
8DMZ-pghVQM,Prime Minister Modi To Lead International Yoga Day Celebrations At U.N. Headquarters | World News,MIRROR NOW,20230618,83.0,724,phase2,,,,,True,,transcript_available,1
tO2uXTDYWlY,PM Modi Leads Yoga Day Celebrations At UN Headquarters In New York,NDTV,20230621,6875.0,1274,phase2,,,,,True,,transcript_available,0
NpaZzoUxA7Q,"Ahead Of PM Modi-Led Yoga Event, Bharat Mata Ki Jai Echoes | Rahul Kanwal Reports Live From NY",India Today,20230621,364.0,5026,phase2,,,,,True,,transcript_available,0
rt_u26zF2-s,Ambassador Arun K  Singh's Message On 'International Day of Yoga',India in USA,20150617,80.0,330,phase2,,,,,True,,transcript_available,4
kw4G_lFolN8,Ambassador Asoke Mukerji on International Day of Yoga,United Nations in India,20201024,1034.0,84,phase2,,,,,True,,transcript_available,9
0OCahmfR-do,UN declares June 21 as World Yoga Day,Headlines Today,20141212,55.0,376,phase2,,,,,True,,transcript_available,4
YqBK6R_wCTs,UN Secy General Ban Ki moon message on International Day of Yoga,Ministry of Information & Broadcasting,20150622,240.0,121,phase2,,,,,True,,transcript_available,4
vSAjQ2TJylE,Foreign diplomats in Delhi roll out mats for workouts to mark International Yoga Day,Indiafile,20160621,243.0,305,phase2,,,,,True,,transcript_available,1
kC8obfUPN1I,International Day of Yoga celebration in China | Guardian Ring For Yoga,DD India,20220621,95.0,900,phase2,,,,,True,,transcript_available,4
sHqUVG00auM,"Watch | Let Us Use The Power Of Yoga To Build A Peaceful World, Greener Future: PM Modi At UN",India Today,20230621,507.0,4235,phase2,,,,,True,,transcript_available,4
_XD1y8gB5uw,International day of Yoga,TRT World,20190621,178.0,1930,phase2,,,,,True,,transcript_available,4
FScktN86c9M,Embassy of India in Serbia Hosts Yoga Day 2020,CorD Magazine Politics:Business:Diplomacy:Society,20200628,302.0,494,phase2,,,,,True,,transcript_available,6
tNjjAkVRo7o,EAM: 'Inspired by Global Yoga Enthusiasm; Delighted by Diplomatic Participation in Yoga Session',Times Now,20240621,132.0,256,phase2,,,,,True,,transcript_available,0
DsV7FJ0Xvnk,"Consulate General of India, Chicago presents the 5th International Day of Yoga",Asian Media Broadcasting,20190620,4702.0,169,phase2,,,,,True,,transcript_available,6
RjDLpbR-mWM,Freedom From Pain Yoga Series,Grokker,20150424,74.0,3676,v1,Grokker,19.0,https://www.youtube.com/watch?v=RjDLpbR-mWM,"See the full series: http://bit.ly/1MddenH

Find Freedom from Pain in this pain management yoga series from Tanya Fitzpatrick. Tanya's 7 pain management videos will provide full body pain relief. Begin your practice today.",True,431.0,transcript_available,1
uX6PURK-u3I,Yoga with HSS -2016(3),Poonam chimurkar,20161128,59.0,40,v1,Poonam chimurkar,,https://www.youtube.com/watch?v=uX6PURK-u3I,Yoga performances,True,261.0,transcript_available,1
Mrhgz1yeBSg,UNO Tashkent. In the Spotlight. International Yoga Day. Tashkent,UN Uzbekistan,20150713,104.0,194,v1,UN Uzbekistan,,https://www.youtube.com/watch?v=Mrhgz1yeBSg,"Did you know that the word “Yoga”  comes from Sanskrit meaning to join or to unite, symbolizing the union of body and consciousness? First time in history, enthusiasts of Yoga from all over the world came together to celebrate International Yoga Day, as declared by the UN General Assembly Tashkent was no exception. Jakhongir Azimov grabbed his yoga mat and went to join the first Yogathon in Uzbekistan’s biggest stadium “Bunyodkor”.",True,707.0,transcript_available,4
uxTNtXRP7A4,"Celebration of the 1st International Day of Yoga at Thimphu, Bhutan","India in Bhutan (Embassy of India, Thimphu)",20150622,2940.0,199,v1,"India in Bhutan (Embassy of India, Thimphu)",2.0,https://www.youtube.com/watch?v=uxTNtXRP7A4,"Celebration of the 1st International Day of Yoga at Thimphu, Bhutan",True,11437.0,transcript_available,6
OEBcG4-_SY4,India makes two world records on International Yoga Day,ABP NEWS,20150622,29.0,611,v1,ABP NEWS,2.0,https://www.youtube.com/watch?v=OEBcG4-_SY4,"India makes two world records on International Yoga Day

For latest breaking news, other top stories log on to:  http://www.abplive.in 🔴Watch ABP News Live 24/7 https://www.youtube.com/watch?v=nyd-xznCpJc",True,115.0,transcript_available,1
azMcABrZNuo,Rashtriya Yoga Shikshak Sammelan - Inaugural Function (Part 2),Ministry of Education Government of India,20150622,1753.0,361,v1,Ministry of Education Government of India,1.0,https://www.youtube.com/watch?v=azMcABrZNuo,,True,7883.0,transcript_available,1
XaQqwIuvDnM,Grand Opening of LifePath Yoga & Wellness in Norwalk with Nina Antolino,healthreports,20151119,42.0,344,v1,healthreports,,https://www.youtube.com/watch?v=XaQqwIuvDnM,,True,340.0,transcript_available,1
