video_id,title,channel,upload_date,duration,view_count,source_corpus,uploader,like_count,webpage_url,description,has_transcript,word_count_x,status,filename,word_count_y,character_count
1NcXFB8lQmo,Yoga Nidra for Chronic Pain |  30 Minute Guided Meditation,Ann Swanson Wellness,20150501,1767.0,52360,v1,Ann Swanson Wellness,608.0,https://www.youtube.com/watch?v=1NcXFB8lQmo,"Get FREE Trauma-informed meditation scripts + a sound healing track: https://www.annswansonwellness.com/7-meditation-scripts

This yoga nidra for chronic pain 30 minute guided meditation will aid you in total yoga relaxation and encourage natural pain relief. Learn the benefits of yoga therapy including how you can use yoga nidra to reduce pain.
 
Through guided yoga nidra and other relaxation techniques you are working on adapting and breaking through old neural pathways or habits of the brain (similar to the yogic concept of samskaras). The intention behind this 30 minute yoga nidra  is to shift your neurobiology to help you deal with chronic pain better, which can mean feeling less pain intensity overall. This guided meditation for chronic pain will leave you feeling relaxed and rejuvenated. 
 
Ann Swanson Wellness is focused on making yoga for everyone and for you to be able to access yoga anywhere. Whether you live a life with chronic pain or are looking to grow in your yoga practice, this free meditation for pain relief video is for you and we hope that this yoga nidra relaxation practice serves you well. 

ALSO TRY YOGA NIDRA FOR MINDFUL EATING & BETTER SLEEP BY ANN SWANSON: https://youtu.be/Nvt-cZ6r-OU

--- 

📌 Order _Meditation for the Real World_ book with bonuses: https://www.meditationfortherealworld.com

📌 Join the Meditation Teacher Training: https://www.annswansonwellness.com/meditation-teacher-training

📌 Order _SCIENCE OF YOGA_ book with bonuses: https://scienceof.yoga

---

Ann Swanson is an international best-selling author of _SCIENCE OF YOGA_ and _Meditation for the Real World,_ with over 500,000 copies sold worldwide in 15+ languages. She has a Master of Science in Yoga Therapy, is a licensed massage therapist, and a Tai Chi for Health instructor who studies with Dr. Paul Lam.

---

Subscribe here: https://www.youtube.com/user/flexiblewellness?sub_confirmation=1


Video shot by Alfred Ellison Gregg IV http://www.aegivphoto.com",True,4239.0,transcript_available,1NcXFB8lQmo.en-orig.txt,4239,23920
ridpX-gHIv4,Training for International Yoga Day for Haryana MLAS & Officers,Sanatan Dharma (सनातन धर्म),20150616,7891.0,2155,v1,Sanatan Dharma (सनातन धर्म),17.0,https://www.youtube.com/watch?v=ridpX-gHIv4,"Visit us on

Website:https://www.bharatswabhimantrust.org; 

Blog:https://www.swami-ramdev.com

Facebook:
https://www.facebook.com/swami.ramdev
https://www.facebook.com/bharatswabhimanrtrust;
https://www.facebook.com/pages/Poojya-Acharya-Bal-Krishan-Ji- 
https://www.facebook.com/acharyakulam

YouTube :
https://www.youtube.com/user/TheBHARATSWABHIMAN

Follow us on Twitter: 
https://twitter.com/bst_official
https://twitter.com/yogrishiramdev",True,39688.0,transcript_available,ridpX-gHIv4.txt,39688,191643
JqYSRv8QgRQ,1st Course on Yoga Sutras of Patanjali: Study of the Self by the Self,Dharmen Singh,20160822,839.0,86,v1,Dharmen Singh,,https://www.youtube.com/watch?v=JqYSRv8QgRQ,"Groundbreaking  Software : Laying the Foundation for Yoga

Rise from the influence of a lower energy field, to functioning from a higher level of awareness on a daily basis. This first course lays the foundation through a software tutorial on how you can use www.spirituallyinclined.org  to practice Yoga from anywhere, anytime.",True,6961.0,transcript_available,JqYSRv8QgRQ.en-orig.txt,6961,38685
eZHXGH0ZrSo,FBCTV NewsBreak Na Vakakleleka 01 07 15,FBC TV,20150701,235.0,314,v1,FBC TV,,https://www.youtube.com/watch?v=eZHXGH0ZrSo,,True,1313.0,transcript_available,eZHXGH0ZrSo.txt,1313,6805
PD8oFGFK-5w,IDY2023: Yoga Awareness Session by Dr. Meena Shah,WorldMiTR,20230614,57.0,194,v1,WorldMiTR,7.0,https://www.youtube.com/watch?v=PD8oFGFK-5w,"Introducing Dr. Meena Shah, a respected Health & Life Coach, Motivational Speaker, Pre-natal and Post-natal care expert, and owner of MEdicoMedia. With her expertise, she empowers individuals to achieve wellness goals. As a dynamic speaker, she inspires positive change. Connect with Dr. Meena Shah for transformative guidance and a healthier, happier life.
🌟 Join us for the incredible IDY2023 celebration by IndiaMexico! 🧘‍♀️🌍

Experience the magic of Yoga and celebrate the unity of nations with us. 🙏✨

📅 Date: 21st June 2023
⏰ Time: Non-stop for 24 hours

Discover the power of Yoga, explore Wholistic Health, nurture Mental Health, and unlock the secrets of Happiness. 🌈💆‍♂️💚

Don't miss out on this unforgettable event! Visit our website for more details: www.inmx2000.org/yoga

Let's spread the joy of Yoga together! 🌟🤝

#IDY2023 #IndiaMexico #YogaCelebration #UnityThroughYoga #HealthAndHappiness #GlobalEvent",True,363.0,transcript_available,PD8oFGFK-5w.en-orig.txt,363,1751
BhNGBhCJ5EY,Susan Foxley: Yoga For All Ages Preview 6,Susan Foxley,20150509,115.0,462,v1,Susan Foxley,2.0,https://www.youtube.com/watch?v=BhNGBhCJ5EY,"Yoga For ALL Ages with Susan Foxley
Preview of Episode 6
SusanFoxley.com",True,739.0,transcript_available,BhNGBhCJ5EY.en-orig.txt,739,4142
uz5raB6x-vU,Weltyogatag am Kölner Dom 21.06.2016,dirk michaelis,20160721,127.0,855,v1,dirk michaelis,7.0,https://www.youtube.com/watch?v=uz5raB6x-vU,"Let there be peace on earth, let it begin with me!

Gemeinsam setzten wir ein Zeichen gegen Gewalt und Maßlosigkeit.
Wir atmeten für den Frieden in uns und in dieser Welt
über politische und religiöse Grenzen hinweg. 
Wir stretchten uns in der Sonne und im Regen
an diesem einzigartigen Ort und zwar nicht nur unsere Körper
sondern insbesondere unser Herz.

Thanks to 
Sonia Tailor Bach
Tammy Assanoff
Ela Narjes
Angelika Eisele
Steffi Grube und Lula Schwarz",True,5.0,transcript_available,uz5raB6x-vU.en-orig.txt,5,31
O1R4HTgdC-A,Yoga endorsment by celebrity-Koyal Rana English,Ministry of Ayush,20150620,30.0,3319,v1,Ministry of Ayush,22.0,https://www.youtube.com/watch?v=O1R4HTgdC-A,,True,123.0,transcript_available,O1R4HTgdC-A.en-orig.txt,123,629
tWoy_ZYtB40,Balance Yoga & Wellness: Paddle Board Yoga,Balance Yoga & Wellness,20150526,130.0,581,v1,Balance Yoga & Wellness,3.0,https://www.youtube.com/watch?v=tWoy_ZYtB40,"I have never practiced yoga and or paddle boarding, is this for me?
Absolutely! We get people that are new to yoga and paddling ALL the time and they end up loving it. Our classes start out with a lesson, so you will learn everything you need to know before heading out. It’s never a race paddling out – it’s more about connecting with your breath.

Call our studio for any further questions or to sign up for classes. (570) 714-2777. See you out on the water!

https://balancenepa.com/",True,1085.0,transcript_available,tWoy_ZYtB40.en-orig.txt,1085,5556
dIiWtTgIfvI,International Yoga Day: Indian PM joins thousands for yoga class,CGTN,20150621,53.0,814,v1,CGTN,3.0,https://www.youtube.com/watch?v=dIiWtTgIfvI,"Indian Prime Minister Narendra Modi on Sunday morning joined thousands of people in New Delhi to practice yoga on the inaugural International Yoga Day. Last December, the United Nations declared June 21 as International Yoga Day.


Subscribe us on Youtube: https://www.youtube.com/user/CCTVNEWSbeijing

Download for IOS: https://itunes.apple.com/us/app/cctvnews-app/id922456579?l=zh&ls=1&mt=8

Download for Android: https://play.google.com/store/apps/details?id=com.imib.cctv

Follow us on:
Facebook: https://www.facebook.com/cctvnewschina
Twitter: https://twitter.com/CCTVNEWS
Google+: https://plus.google.com/+CCTVNEWSbeijing
Tumblr: http://cctvnews.tumblr.com/
Weibo: http://weibo.com/cctvnewsbeijing",True,341.0,transcript_available,dIiWtTgIfvI.txt,341,2053
3Q-SJNzS6Mg,"Rajpath Has Become 'Yog-Path', Says PM Modi on Yoga Day",Dayandnightnews Chd,20150621,210.0,107,v1,Dayandnightnews Chd,1.0,https://www.youtube.com/watch?v=3Q-SJNzS6Mg,"Rajpath Has Become 'Yog-Path', Says PM Modi on Yoga Day

Website: 
http://www.dayandnightnews.com/
Facebook:
https://www.facebook.com/dayandnightnewss
Twitter: 
www.twitter.com/daynnightnews",True,495.0,transcript_available,3Q-SJNzS6Mg.en.txt,495,2877
lUr2dWL-2sg,Yoga gurus gear up to celebrate  International Yoga Day,NYOOOZ TV,20150618,63.0,47,v1,NYOOOZ TV,,https://www.youtube.com/watch?v=lUr2dWL-2sg,First ever World Yoga Day will be celebrated in 192 countries simultaneously on June 21. The day will be celebrated in all the countries except for Yemen; where India had to recently shut its embassy because of the war. Ministry of AYUSH has also roped in private trainers who are training people not just in India but in their centers abroad.,True,342.0,transcript_available,lUr2dWL-2sg.en-orig.txt,342,2080
lgr6pC8NZ7c,Common Yoga Protocol part-3,Ministry of Ayush,20150513,896.0,7503,v1,Ministry of Ayush,29.0,https://www.youtube.com/watch?v=lgr6pC8NZ7c,International Day of Yoga 2015,True,2064.0,transcript_available,lgr6pC8NZ7c.en-orig.txt,2064,12067
4Cob6uu3pww,Joint Press Conference by External Affairs Minister and MoS I:C AYUSH on International Day of Yoga,"Ministry of External Affairs, India",20150610,4006.0,406,v1,"Ministry of External Affairs, India",4.0,https://www.youtube.com/watch?v=4Cob6uu3pww,,True,23701.0,transcript_available,4Cob6uu3pww.en.txt,23701,131975
l43cXcxA2Pk,plank on knees tutorial by blue door yoga & wellness,blue door yoga & wellness,20151110,209.0,171,v1,blue door yoga & wellness,4.0,https://www.youtube.com/watch?v=l43cXcxA2Pk,"Step-by-step tutorial for Plank on Knees.  This is the perfect pose to build upper body strength for Chaturanga, Downward Facing Dog, etc.  Starting on the knees helps to set up proper alignment and keeps the shoulders safe, upper back broad and the core engaged.
#",True,1584.0,transcript_available,l43cXcxA2Pk.en-orig.txt,1584,8023
JE-PiYfUWJA,Yogasutra 1.7 || Pramāṇa (Right Knowledge),Academy of Indian Philosophy,20190212,469.0,1490,v1,Academy of Indian Philosophy,42.0,https://www.youtube.com/watch?v=JE-PiYfUWJA,"Courses and Classes offered at: 
www.academyofindianphilosophy.com

Email: www.academyofindianphilosophy@gmail.com
Instagram: indianphilosophy_",True,3186.0,transcript_available,JE-PiYfUWJA.en-orig.txt,3186,17046
QX3gSDoLjqM,Message from Dr. H R Nagendra - International Day of Yoga 2016,Chirag Hakked,20160609,78.0,1241,v1,Chirag Hakked,15.0,https://www.youtube.com/watch?v=QX3gSDoLjqM,"Message from Dr. H R Nagendra -  21 June IDY 2016
Chancellor of S-VYASA Yoga University,
Bangalore

www.svyasa.edu.in

Below links for following the protocol of IDY yoga practices 

Booklet - 
http://idy.nhp.gov.in/UploadFiles/files/CYP_Booklet_IDY_%20English.pdf

Video-
https://www.youtube.com/watch?v=EB_Rf5VvLkg",True,557.0,transcript_available,QX3gSDoLjqM.en-orig.txt,557,3058
THvRM-RU764,"International Yoga Day: CM Siddaramaiah, Bipasha Basu & Shwaasa Guru Performs Yoga in Bengaluru",Tv9 Kannada,20160621,4179.0,5391,v1,Tv9 Kannada,17.0,https://www.youtube.com/watch?v=THvRM-RU764,"International Yoga Day: Shwaasa Guru Sri Vachananand Swamiji  Leads Yoga Yoga Day Event with Bipasha Basu, CM Siddaramaiah, Ananth Kumar, and DV Sadananda Gowda at Kanteerava Stadium in Bengaluru....,

► Subscribe to Tv9 Kannada: https://youtube.com/tv9kannada
► Circle us on G+: https://plus.google.com/+tv9kannada
► Like us on Facebook:https://www.facebook.com/tv9kannada
► Follow us on Twitter: https://twitter.com/tv9kannada
► Follow us on Pinterest:https://www.pinterest.com/tv9karnataka",True,17213.0,transcript_available,THvRM-RU764.en.txt,17213,95141
FsS7-0i8C-4,"Training for International Yoga Day | Panchkula, Haryana | 15 June 2015 (Part 2)",Bharat Swabhiman,20150618,1619.0,3523221,v1,Bharat Swabhiman,18014.0,https://www.youtube.com/watch?v=FsS7-0i8C-4,"Visit us on
Website:https://www.bharatswabhimantrust.org; 

Blog:https://www.swami-ramdev.com

Facebook:
https://www.facebook.com/swami.ramdev
https://www.facebook.com/bharatswabhimanrtrust;
https://www.facebook.com/pages/Poojya-Acharya-Bal-Krishan-Ji- 
https://www.facebook.com/acharyakulam

YouTube :
https://www.youtube.com/user/TheBHARATSWABHIMAN

Follow us on Twitter: 
https://twitter.com/bst_official
https://twitter.com/yogrishiramdev",True,10050.0,transcript_available,FsS7-0i8C-4.txt,10050,47663
NtXNYs1lPVU,Baba Ramdev Speaks About International Yoga Day On June 21,Aaj Tak,20160618,310.0,4135,v1,Aaj Tak,26.0,https://www.youtube.com/watch?v=NtXNYs1lPVU,"Baba Ramdev talks about celebrating International Yoga Day to be celebrated on June 21 and showed some important aasans to be inculcated in daily lives. 

Follow us:
YouTube: https://www.youtube.com/user/aajtaktv?sub_confirmation=1
Twitter: https://twitter.com/aajtak
Facebook: http://www.facebook.com/aajtak

Tags: Fast News,Breaking News,Top Headlines,Super fast news,Khabare Superfast,Superfast!,news,sensational news,political news,sports news,Super fast,Jawaharlal Nehru University,controversy,students,union leader,sedition,anti-national’ slogans,Parliament attack,Kanhaiya Kumar,Rohith Vemula,Manish Sisodia,Nirbhaya Case,protests,Juvenile,Delhi Gang Rapist,DUSU,Delhi University Students Union,Jawaharlal Nehru University Students Union,JNUSU,Jantar Mantar,demonstrations,Union Finance Minister,Quota ,Arun Jaitley,criminal,defamation,Delhi Chief Minister,Patiala House,AAP,Arvind Kejriwal,DDCA,Salman Khan,Acquittal,Salman Khan (Film Actor),Bollywood,Bollywood Str,Asaduddin,Owaisi,AIMIM,Bharat Mata Ki Jai,RSS,Bombay High Court,Congress,Sonia Gandhi,Rahul Gandhi,trial court,National Herald case,Gandhi,Congress,BJP,National Herald,Subramanian Swamy,Pakistan,Narendra Modi,Nawaz Sharif,Pakistani Terrorists,Pathankot,Uttarakhand",True,2297.0,transcript_available,NtXNYs1lPVU.en.txt,2297,12587
KmhrleAYyIo,Become Peaceful In 5 Mins (Part 2) | Free Yoga Practice (Tamil) | Nadi Shuddhi | Sadhguru Tamil,Sadhguru Tamil,20150625,622.0,492958,v1,Sadhguru Tamil,5305.0,https://www.youtube.com/watch?v=KmhrleAYyIo,"Nadi Shuddhi (நாடி சுத்தி) | Upa Yoga | Yoga For Peace | அமைதி தரும் யோகா - பகுதி 2 
நாடி சுத்தி என்பது, பிராண சக்தி ஓடும் பாதைகளான நாடிகளை சுத்தம் செய்கிறது. இதனால் உங்கள் உடலும், மனமும் சமநிலையாய் செயல்படும்.

அமைதி தரும் யோகா பயிற்சி பகுதி 1 - https://youtu.be/Rj4Dqhyr1yM

Click here to Subscribe for Sadhguru's latest Tamil videos 
https://www.youtube.com/anandaalai

Find latest updates, photos & information on Isha Tamil Website
http://isha.co/tamil

Like us on Sadhguru Tamil Facebook  page
https://www.facebook.com/SadhguruTamil

Follow us on Isha Foundation Tamil's Official Twitter page
https://twitter.com/IshaTamil",True,2874.0,transcript_available,KmhrleAYyIo.en.txt,2874,16094
bPeRBLQeSDw,Acharya Pratishtha: Here are effective Yoga postures to fight Acidity,ABP NEWS,20150925,198.0,6277,v1,ABP NEWS,48.0,https://www.youtube.com/watch?v=bPeRBLQeSDw,"Acharya Pratishtha: Here are effective Yoga postures to fight Acidity


For latest breaking news, other top stories log on to:  http://www.abplive.in & http://www.youtube.com/abpnewsTV 🔴Watch ABP News Live 24/7 https://www.youtube.com/watch?v=nyd-xznCpJc",True,1494.0,transcript_available,bPeRBLQeSDw.txt,1494,6693
F0LO7mfmlL8,Technology and the decline of humanity as we know it (yeah,Julie Daugherty,20150521,252.0,65,v1,Julie Daugherty,,https://www.youtube.com/watch?v=F0LO7mfmlL8,"A different perspective on social media, ""kids these days"", our omnipotence and wisdom as adults (yawn) and connection in general.,yoga pants, squirrel, ADD and Jimmy, stop texting!",True,2168.0,transcript_available,F0LO7mfmlL8.en-orig.txt,2168,10724
wtEaDOwgC_4,Thousands take part in Yoga Day events in New Delhi,Al Jazeera English,20150621,121.0,1638,v1,Al Jazeera English,23.0,https://www.youtube.com/watch?v=wtEaDOwgC_4,"Millions of people around the world are celebrating the first ever International Yoga Day.The event was proposed by India's Prime Minister Narendra Modi, who joined tens of thousands in New Delhi.More than 100-thousand camps have been set up across India for people to take part. Al Jazeera's Faiz Jamil reports.",True,982.0,transcript_available,wtEaDOwgC_4.txt,982,5537
0Of66fxq4FI,Desert Dwellers - Anahata Yoga Dub Full Album,musicotherapie,20150213,4668.0,330682,v1,musicotherapie,2512.0,https://www.youtube.com/watch?v=0Of66fxq4FI,,True,742.0,transcript_available,0Of66fxq4FI.en.txt,742,5132
